case_id,review_case_kind,pattern_type,economic_asset_class,instrument_id,symbol,date_range_start,date_range_end,source_bar_hash,candidate_id,anchor_date,calibration_version,parameter_set_id,parameter_hash,visualization_path,identity_material_hash,identity_status
review_40154bdb4f645561df76,NEGATIVE_CONTROL_NO_DETECTION,breakout,FIXED_INCOME,IBKR:15547816,LQD,,2021-03-31,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,,2021-03-31,wp-us-level-break-development-v1,cal_77204b512761817cbc2a,77204b512761817cbc2a5e3b3a5e956efac13fe9605639d3f35637422c7d44f6,reports/pattern-review/review_40154bdb4f645561df76.svg,40154bdb4f645561df767515f79314bb4df0989af5dff2cb4fc973a48d2cb3e4,VALID
review_40e28a58066393d44ec0,DETECTED_CANDIDATE,breakdown,FIXED_INCOME,IBKR:15547844,IEF,2020-10-05,2020-10-14,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,pat_b4c09fd46fd2d8da7b30,,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_40e28a58066393d44ec0.svg,40e28a58066393d44ec07532cbbd73079eed8248120a696722886d9a8d76f91c,VALID
review_40e6edf6a6d2dec98ff6,DETECTED_CANDIDATE,breakout,EQUITY,IBKR:272093,MSFT,2019-03-21,2019-03-22,026d08710b6250ee81dc6ac4ae0317a2026e9f08cd871e4cd5047d948eeb82b0,pat_d6f7aa87ec22d2b2ac5b,,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_40e6edf6a6d2dec98ff6.svg,40e6edf6a6d2dec98ff60326d47e816a2ab4cb8ccce3153402a7da153f87d4e0,VALID
review_41187d5547c7f869e494,DETECTED_CANDIDATE,double_bottom,EQUITY,IBKR:1520593,JPM,2019-02-08,2019-04-12,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_e6f0011e97ba617244d4,,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_41187d5547c7f869e494.svg,41187d5547c7f869e49496cca9f439e83c3d19a53eaba80188def19d06aae902,VALID
review_46d61df7140cbf5a1b59,DETECTED_CANDIDATE,rectangle,FIXED_INCOME,IBKR:25985141,AGG,2020-10-22,2020-11-19,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_7aea2600031a4dbda6b4,,wp-us-rectangle-development-v1,cal_ce0e5f3208eb2439d077,ce0e5f3208eb2439d0777939c406e75ed3eb37fa6bf523aa005adaa9aee9a534,reports/pattern-review/review_46d61df7140cbf5a1b59.svg,46d61df7140cbf5a1b59b60fa842f25340b7eb660f5d050ef6ff0659c0239a06,VALID
review_49921a8c1432f42cbb36,DETECTED_CANDIDATE,breakout,FIXED_INCOME,IBKR:15547844,IEF,2019-03-20,2022-04-06,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,pat_03650ae83037e524afb4,,wp-us-level-break-development-v1,cal_77204b512761817cbc2a,77204b512761817cbc2a5e3b3a5e956efac13fe9605639d3f35637422c7d44f6,reports/pattern-review/review_49921a8c1432f42cbb36.svg,49921a8c1432f42cbb36fdc6099f2b00b62691dcec092cc50b28bb4b925bf7e4,VALID
review_4a5505316a9d9e02e10e,NEGATIVE_CONTROL_NO_DETECTION,breakdown,EQUITY,IBKR:1520593,JPM,,2019-09-30,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,,2019-09-30,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_4a5505316a9d9e02e10e.svg,4a5505316a9d9e02e10e2adc2205d7a3a9462c70afd9af02530ba589588e1fd9,VALID
review_4a5f16512cca933cb330,DETECTED_CANDIDATE,breakout,EQUITY,IBKR:265598,AAPL,2019-03-12,2019-05-28,39dc4404462f5e33314b83ea2dce5abb63d5a0fcb6dd05441713e7b897bffd4b,pat_1754fac9de6c3d8afa30,,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_4a5f16512cca933cb330.svg,4a5f16512cca933cb33053d1235cdae0917699eac801a7549d978ca5e5cc98c8,VALID
review_4afbcf6655d0a8a07ab7,DETECTED_CANDIDATE,breakout,EQUITY,IBKR:9579970,IWM,2019-02-15,2019-03-06,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,pat_60308df2a2864382cf92,,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_4afbcf6655d0a8a07ab7.svg,4afbcf6655d0a8a07ab732edf0336ae175cb71c5c51c2ee769d1484e170800c6,VALID
review_4e06743cfce424c67ab5,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,FIXED_INCOME,IBKR:15547851,SHY,,2019-09-30,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,,2019-09-30,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_4e06743cfce424c67ab5.svg,4e06743cfce424c67ab5be9dae7d4272e959050e5a6cae2a1b00ac030aa919cb,VALID
review_4e348f879d487fac009a,NEGATIVE_CONTROL_NO_DETECTION,rectangle,FIXED_INCOME,IBKR:15547844,IEF,,2019-09-30,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,,2019-09-30,wp-us-rectangle-development-v1,cal_ce0e5f3208eb2439d077,ce0e5f3208eb2439d0777939c406e75ed3eb37fa6bf523aa005adaa9aee9a534,reports/pattern-review/review_4e348f879d487fac009a.svg,4e348f879d487fac009a75b98f98ed98f7b35a2391b4fdf25f13362c0096d1ca,VALID
review_4fb8b402476b0fa90257,NEGATIVE_CONTROL_NO_DETECTION,breakout,FIXED_INCOME,IBKR:15547841,TLT,,2021-03-31,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,,2021-03-31,wp-us-level-break-development-v1,cal_77204b512761817cbc2a,77204b512761817cbc2a5e3b3a5e956efac13fe9605639d3f35637422c7d44f6,reports/pattern-review/review_4fb8b402476b0fa90257.svg,4fb8b402476b0fa90257cdb6be86d37e72e604c7101b20315a233144ef35b2b7,VALID
review_52f5b4bde6776a4ade12,NEGATIVE_CONTROL_NO_DETECTION,double_top,FIXED_INCOME,IBKR:15547841,TLT,,2020-03-31,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,,2020-03-31,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_52f5b4bde6776a4ade12.svg,52f5b4bde6776a4ade1226cd0780a72f7c800b4888ad66e9633b647842089479,VALID
review_5810bee3e0b4ce54020e,DETECTED_CANDIDATE,breakdown,EQUITY,IBKR:265598,AAPL,2020-03-12,2020-03-13,39dc4404462f5e33314b83ea2dce5abb63d5a0fcb6dd05441713e7b897bffd4b,pat_3b0c32b637a81f8597cd,,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_5810bee3e0b4ce54020e.svg,5810bee3e0b4ce54020e2074f1acad5265aca14b2553f6f9592736e371a690ea,VALID
review_5841889047deba67e095,DETECTED_CANDIDATE,breakout,FIXED_INCOME,IBKR:25985141,AGG,2019-03-20,2020-03-18,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_ef8b2c840624a74b2cd5,,wp-us-level-break-development-v1,cal_77204b512761817cbc2a,77204b512761817cbc2a5e3b3a5e956efac13fe9605639d3f35637422c7d44f6,reports/pattern-review/review_5841889047deba67e095.svg,5841889047deba67e095271a99b5af6132a326116cf1a1df6f46530e60e3ab38,VALID
review_5845ee74b7a488dc1b4f,DETECTED_CANDIDATE,ascending_triangle,EQUITY,IBKR:8719,JNJ,2019-04-01,2019-05-09,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,pat_0bdb54f40430c9c5836f,,wp-us-ascending-triangle-development-v1,cal_b8616363e4acd36e4071,b8616363e4acd36e4071f8813d1c643406fbfd805b37a4b078eb58e04636dc1e,reports/pattern-review/review_5845ee74b7a488dc1b4f.svg,5845ee74b7a488dc1b4f91070bcad5d8394d13ae8a554dad0bf1f3c73d0ea4ae,VALID
review_668623f8e579255cd807,NEGATIVE_CONTROL_NO_DETECTION,breakout,EQUITY,IBKR:1520593,JPM,,2020-09-30,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,,2020-09-30,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_668623f8e579255cd807.svg,668623f8e579255cd807ce608c5ad67f2b518576ce30b70311d0bbf6ee39377a,VALID
review_66b5ab72f68c73fb1092,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,FIXED_INCOME,IBKR:25985141,AGG,,2019-09-30,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,,2019-09-30,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_66b5ab72f68c73fb1092.svg,66b5ab72f68c73fb1092f2e37b606c30d204a5fd33b4af7a612a740d4784c2da,VALID
review_68673e3a84350ba84e75,NEGATIVE_CONTROL_NO_DETECTION,breakdown,FIXED_INCOME,IBKR:15547844,IEF,,2019-09-30,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,,2019-09-30,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_68673e3a84350ba84e75.svg,68673e3a84350ba84e751454e5ba19a3314ddaf8d418162530cc68ce2cc8b336,VALID
review_6a247bc8ffffc609e063,DETECTED_CANDIDATE,double_bottom,FIXED_INCOME,IBKR:15547816,LQD,2019-11-12,2020-01-07,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,pat_deab8777e1f6a9350cb5,,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_6a247bc8ffffc609e063.svg,6a247bc8ffffc609e0631343413f3f8a19e30e072ed952b61df9c911c7a016a2,VALID
review_70fcd2371253f7227058,DETECTED_CANDIDATE,double_top,FIXED_INCOME,IBKR:15547816,LQD,2019-07-03,2020-03-12,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,pat_78ae478f89d78b52cb6e,,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_70fcd2371253f7227058.svg,70fcd2371253f722705865cbd3a088262ef177c08c39d4fe11ebd899380c27e0,VALID
review_71bf31d595583cc3d37f,DETECTED_CANDIDATE,double_top,FIXED_INCOME,IBKR:15547851,SHY,2022-05-26,2022-09-13,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,pat_2697c62dc7394275c117,,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_71bf31d595583cc3d37f.svg,71bf31d595583cc3d37f3202c0f4ce98888c788f76141e8ca38b33dff71943e8,VALID
review_74a04142f6edce879f71,NEGATIVE_CONTROL_NO_DETECTION,double_top,FIXED_INCOME,IBKR:15547844,IEF,,2020-09-30,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,,2020-09-30,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_74a04142f6edce879f71.svg,74a04142f6edce879f71a79edf2c97f27f11becab7916faf9aa27575df64d08f,VALID
review_7972a8c09946af4b737a,DETECTED_CANDIDATE,rectangle,EQUITY,IBKR:8719,JNJ,2019-03-06,2019-04-04,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,pat_1e49ecd0a2e1a7bb90bd,,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_7972a8c09946af4b737a.svg,7972a8c09946af4b737acc1ff007781cc6907fcc57fd897881262c125ac76573,VALID
review_7a17c7d857bd66769587,NEGATIVE_CONTROL_NO_DETECTION,breakout,EQUITY,IBKR:272093,MSFT,,2019-09-30,026d08710b6250ee81dc6ac4ae0317a2026e9f08cd871e4cd5047d948eeb82b0,,2019-09-30,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_7a17c7d857bd66769587.svg,7a17c7d857bd66769587b62cbbab682bdc6716ed18c6ce14dd6107c3ca7caa75,VALID
review_7ec09853f5fe24cfb21d,NEGATIVE_CONTROL_NO_DETECTION,breakdown,EQUITY,IBKR:8719,JNJ,,2019-09-30,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,,2019-09-30,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_7ec09853f5fe24cfb21d.svg,7ec09853f5fe24cfb21dc5dcaf9c4f5179401492b06e57907b8153d2db9a51ff,VALID
review_81697ac008f55cc563a0,DETECTED_CANDIDATE,rectangle,FIXED_INCOME,IBKR:15547844,IEF,2019-01-31,2019-03-01,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,pat_679a6f75974b67dab6c9,,wp-us-rectangle-development-v1,cal_ce0e5f3208eb2439d077,ce0e5f3208eb2439d0777939c406e75ed3eb37fa6bf523aa005adaa9aee9a534,reports/pattern-review/review_81697ac008f55cc563a0.svg,81697ac008f55cc563a01cde1556a002455fc925c5f58584d1de3dfa81f5e936,VALID
review_832f243a2a07fc50ca33,NEGATIVE_CONTROL_NO_DETECTION,breakout,EQUITY,IBKR:8719,JNJ,,2019-09-30,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,,2019-09-30,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_832f243a2a07fc50ca33.svg,832f243a2a07fc50ca3322f2c5d46405e627fb858479824595eca876b71211bc,VALID
review_857d1cf551ddf382248a,DETECTED_CANDIDATE,ascending_triangle,FIXED_INCOME,IBKR:15547851,SHY,2022-06-13,2022-08-05,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,pat_5e1457d63344278383cc,,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_857d1cf551ddf382248a.svg,857d1cf551ddf382248a63800dfe261b39278015491afcb663cea94d3f5839dd,VALID
review_8a863d0a91d0a3773b54,NEGATIVE_CONTROL_NO_DETECTION,ascending_triangle,FIXED_INCOME,IBKR:25985141,AGG,,2019-09-30,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,,2019-09-30,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_8a863d0a91d0a3773b54.svg,8a863d0a91d0a3773b54bfe3c4a743140cb6e67555fa8e75380224a2c6e4cda9,VALID
review_8bec98a3f5c0fb669332,NEGATIVE_CONTROL_NO_DETECTION,ascending_triangle,FIXED_INCOME,IBKR:15547844,IEF,,2021-03-31,e0a7f9d815856bfccd52d7a79efe79f4e6369ddf89baf5c778eea2fed08b8aed,,2021-03-31,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_8bec98a3f5c0fb669332.svg,8bec98a3f5c0fb669332b786266fc27f063d282f4f1784411ef67eb0a6197352,VALID
review_8c029d0b77c040804b9b,NEGATIVE_CONTROL_NO_DETECTION,breakout,FIXED_INCOME,IBKR:15547851,SHY,,2019-09-30,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,,2019-09-30,wp-us-level-break-development-v1,cal_77204b512761817cbc2a,77204b512761817cbc2a5e3b3a5e956efac13fe9605639d3f35637422c7d44f6,reports/pattern-review/review_8c029d0b77c040804b9b.svg,8c029d0b77c040804b9b16d5efa95b0882cd6d18174ca88265db117ef1b3d057,VALID
review_8c951fe88002669c0953,DETECTED_CANDIDATE,breakdown,FIXED_INCOME,IBKR:25985141,AGG,2020-03-12,2020-03-26,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_7891c2a5a4fce98a927f,,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_8c951fe88002669c0953.svg,8c951fe88002669c0953806c6dae38b4e02006ff0666c10a20a40250ee77dea4,VALID
review_948a8e66cebd6596fa2c,DETECTED_CANDIDATE,rectangle,FIXED_INCOME,IBKR:15547816,LQD,2019-01-31,2019-03-12,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,pat_6c3da8a848d1eef04416,,wp-us-rectangle-development-v1,cal_ce0e5f3208eb2439d077,ce0e5f3208eb2439d0777939c406e75ed3eb37fa6bf523aa005adaa9aee9a534,reports/pattern-review/review_948a8e66cebd6596fa2c.svg,948a8e66cebd6596fa2c1e6319d8b6c4f6cb3081fde770657fd197735c6cc162,VALID
review_9638418b11c5d0a54ce9,NEGATIVE_CONTROL_NO_DETECTION,breakdown,FIXED_INCOME,IBKR:25985141,AGG,,2019-09-30,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,,2019-09-30,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_9638418b11c5d0a54ce9.svg,9638418b11c5d0a54ce9e26c21db304f801d9dac3190224d5cbe355022c20cb5,VALID
review_97ddb9ee804b88d29b16,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,EQUITY,IBKR:8719,JNJ,,2020-03-31,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,,2020-03-31,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_97ddb9ee804b88d29b16.svg,97ddb9ee804b88d29b166b89feb474c55dbc0e7a8df43df4abe035bad48373db,VALID
review_987429745ee4b536cbc2,NEGATIVE_CONTROL_NO_DETECTION,breakdown,FIXED_INCOME,IBKR:15547851,SHY,,2019-09-30,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,,2019-09-30,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_987429745ee4b536cbc2.svg,987429745ee4b536cbc21bcea712d557fb72ea38cec798ea27863e203a96766c,VALID
review_9a4ff8d892bd6128944d,NEGATIVE_CONTROL_NO_DETECTION,rectangle,EQUITY,IBKR:1520593,JPM,,2019-09-30,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,,2019-09-30,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_9a4ff8d892bd6128944d.svg,9a4ff8d892bd6128944d4c698b42eb175f542837085435aca11836a2d71d3c90,VALID
review_a108fdbb9790ed703249,NEGATIVE_CONTROL_NO_DETECTION,double_top,FIXED_INCOME,IBKR:15547816,LQD,,2020-03-31,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,,2020-03-31,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_a108fdbb9790ed703249.svg,a108fdbb9790ed703249d0c14404b6f6e4e939ea6aac9a3fb180040211281a37,VALID
review_a1ba38e0ada295052140,DETECTED_CANDIDATE,breakdown,EQUITY,IBKR:9579970,IWM,2019-05-31,2019-06-04,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,pat_fa4c688c231136e98a8e,,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_a1ba38e0ada295052140.svg,a1ba38e0ada2950521408d65d2afbf27a2a5747ca97eabe9b21e36b234a932b6,VALID
review_a3334640128751f6ffc0,DETECTED_CANDIDATE,breakdown,EQUITY,IBKR:272093,MSFT,2020-03-12,2020-03-13,026d08710b6250ee81dc6ac4ae0317a2026e9f08cd871e4cd5047d948eeb82b0,pat_05a7b6851260d87f25b8,,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_a3334640128751f6ffc0.svg,a3334640128751f6ffc02f8d492450959b7278047105c00dad5892e141b70490,VALID
review_a6c8932b42cc8c6b712f,DETECTED_CANDIDATE,ascending_triangle,FIXED_INCOME,IBKR:25985141,AGG,2018-12-26,2019-02-21,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_27a39e6ae6efde226f9e,,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_a6c8932b42cc8c6b712f.svg,a6c8932b42cc8c6b712f23d6baecfb16dbfbc54499cb2915e5691a0a75842e94,VALID
review_ab09c2950b77ddd16c93,DETECTED_CANDIDATE,double_bottom,FIXED_INCOME,IBKR:25985141,AGG,2022-04-22,2022-06-10,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_d1f3c4c2c1748998da3c,,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_ab09c2950b77ddd16c93.svg,ab09c2950b77ddd16c93df47d2612cb8bbfe78bf8fd02a0c85968e4653db1869,VALID
review_ae64e18123942089403b,DETECTED_CANDIDATE,rectangle,EQUITY,IBKR:272093,MSFT,2019-08-09,2019-09-05,026d08710b6250ee81dc6ac4ae0317a2026e9f08cd871e4cd5047d948eeb82b0,pat_62afe356cde4210ced93,,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_ae64e18123942089403b.svg,ae64e18123942089403bec6a77c5269a215bcba504c88f18fcea8e9fa74304d6,VALID
review_aee24f4982643240b8c9,DETECTED_CANDIDATE,breakdown,EQUITY,IBKR:1520593,JPM,2020-02-25,2021-01-07,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_f7442851b6acf2743c81,,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_aee24f4982643240b8c9.svg,aee24f4982643240b8c9ef0a871a1b0ca0b7f0354d98602af0396e071688f599,VALID
review_af5a7b0f38aa724b7d17,NEGATIVE_CONTROL_NO_DETECTION,breakdown,EQUITY,IBKR:265598,AAPL,,2019-09-30,39dc4404462f5e33314b83ea2dce5abb63d5a0fcb6dd05441713e7b897bffd4b,,2019-09-30,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_af5a7b0f38aa724b7d17.svg,af5a7b0f38aa724b7d177422335f481702965ebb6ce4ce2464788de1cd988232,VALID
review_afcaad9b99b8ed67d9c9,NEGATIVE_CONTROL_NO_DETECTION,rectangle,FIXED_INCOME,IBKR:15547816,LQD,,2019-09-30,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,,2019-09-30,wp-us-rectangle-development-v1,cal_ce0e5f3208eb2439d077,ce0e5f3208eb2439d0777939c406e75ed3eb37fa6bf523aa005adaa9aee9a534,reports/pattern-review/review_afcaad9b99b8ed67d9c9.svg,afcaad9b99b8ed67d9c96c36a0e218769eb9a6a5b246fce666a3bc9ac4edb743,VALID
review_b03effbe92f45a4dab05,NEGATIVE_CONTROL_NO_DETECTION,double_top,EQUITY,IBKR:8719,JNJ,,2021-03-31,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,,2021-03-31,wp-us-double-reversal-development-v1,cal_c9e225163e06a8295dc2,c9e225163e06a8295dc2be5096262705ab0d8523d6c3523773c6d9cd8a22da8f,reports/pattern-review/review_b03effbe92f45a4dab05.svg,b03effbe92f45a4dab05b8fa013c3c4bb5e4f09700c43174b936773e5efdf2e6,VALID
review_b33a9cf128dff19e1f52,NEGATIVE_CONTROL_NO_DETECTION,breakdown,EQUITY,IBKR:9579970,IWM,,2019-09-30,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,,2019-09-30,wp-us-level-break-development-v1,cal_7b379f52c730b743c9a3,7b379f52c730b743c9a314e38b9d3bf84bd0335632044ae6844e300bb577624b,reports/pattern-review/review_b33a9cf128dff19e1f52.svg,b33a9cf128dff19e1f52aeb11e7464486fc23311c948f173e66a27ad0922c63d,VALID
review_b4b7470da40393434900,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,FIXED_INCOME,IBKR:15547841,TLT,,2020-03-31,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,,2020-03-31,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_b4b7470da40393434900.svg,b4b7470da403934349007aec9cc191e387045f4ece10f3e8454e00757ff04c1d,VALID
